sku,name,price,description,short_description,weight,categories,base_image,thumbnail_image,small_image,additional_images,additional_attributes,attribute_set_code,product_type,product_websites,product_online,tax_class_name,visibility,qty,is_in_stock,website_id
gf-000276,"Colden nightstand - natural stain",549,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This nightstand features a 5-sided drawer box with English dovetail, sleek recessed drawer pull, under mount, self closing drawer glides, and also comes in a dark walnut finish.","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This nightstand features a 5-sided drawer box with English dovetail, sleek recessed drawer pull, under mount, self closing drawer glides, and also comes in a dark walnut finish.",46.2,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom,Default Category/Modern Furniture/Modern Case Goods",/c/u/currant_caramelized_nightstand_2.jpg,/c/u/currant_caramelized_nightstand_2.jpg,/c/u/currant_caramelized_nightstand_2.jpg,"/c/u/currant_caramelized_nightstand.jpg,/c/u/currant_caramelized_headboard_nightstand_detail1.jpg,/c/u/currant_caramelized_nightstand_1.jpg,/c/u/currant_caramelized_nightstand_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0028,njm_name=currant nightstand - caramelized,dimensions=<p>H17.5"" x W24"" x D18""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000277,"Colden nightstand - walnut stain",649,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This nightstand features a 5-sided drawer box with English dovetail, sleek recessed drawer pull, under mount, self closing drawer glides, and also comes in a warm natural finish.","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This nightstand features a 5-sided drawer box with English dovetail, sleek recessed drawer pull, under mount, self closing drawer glides, and also comes in a warm natural finish.",46.2,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom,Default Category/Modern Furniture/Modern Case Goods",/c/u/currant_dark_walnut_nightstand_2.jpg,/c/u/currant_dark_walnut_nightstand_2.jpg,/c/u/currant_dark_walnut_nightstand_2.jpg,"/c/u/currant_dark_walnut_nightstand.jpg,/c/u/currant_dark_walnut_headboard_nightstand_detail1.jpg,/c/u/currant_dark_walnut_headboard_nightstand_detail2.jpg,/c/u/currant_dark_walnut_nightstand_1.jpg,/c/u/currant_dark_walnut_nightstand_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0028DW,njm_name=currant nightstand - black walnut,dimensions=<p>H17.5"" x W24"" x D18""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000278,"Colden five drawer chest - natural stain",1999,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This dresser features a 5-sided drawer box with English dovetail, sleek recessed drawer pulls, under mount, self closing drawer glides and also comes in a dark walnut finish.","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This dresser features a 5-sided drawer box with English dovetail, sleek recessed drawer pulls, under mount, self closing drawer glides and also comes in a dark walnut finish.",160.6,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom,Default Category/Modern Furniture/Modern Case Goods",/c/u/currant_caramelized_chest_2.jpg,/c/u/currant_caramelized_chest_2.jpg,/c/u/currant_caramelized_chest_2.jpg,"/c/u/currant_caramelized_chest.jpg,/c/u/currant_caramelized_chest_1.jpg,/c/u/currant_caramelized_chest_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0029,njm_name=currant five drawer chest - caramelized,dimensions=<p>H51"" x W32"" x D19""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000279,"Colden five drawer chest - walnut stain",2099,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This dresser features a 5-sided drawer box with English dovetail, sleek recessed drawer pulls, under mount, self closing drawer glides and also comes in a natural finish.","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This dresser features a 5-sided drawer box with English dovetail, sleek recessed drawer pulls, under mount, self closing drawer glides and also comes in a natural finish.",160.6,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom,Default Category/Modern Furniture/Modern Case Goods",/c/u/currant_dark_walnut_chest_2.jpg,/c/u/currant_dark_walnut_chest_2.jpg,/c/u/currant_dark_walnut_chest_2.jpg,"/c/u/currant_dark_walnut_chest.jpg,/c/u/currant_dark_walnut_chest_1.jpg,/c/u/currant_dark_walnut_chest_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0029DW,njm_name=currant five drawer chest - black walnut,dimensions=<p>H51"" x W32"" x D19""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000280,"Colden six drawer chest - natural stain",2099,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This chest features a 5-sided drawer box with English dovetail, sleek recessed drawer pulls, under mount, self closing drawer glides, and also comes in a dark walnut finish.","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This chest features a 5-sided drawer box with English dovetail, sleek recessed drawer pulls, under mount, self closing drawer glides, and also comes in a dark walnut finish.",198,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom,Default Category/Modern Furniture/Modern Case Goods",/c/u/currant_caramelized_dresser_2.jpg,/c/u/currant_caramelized_dresser_2.jpg,/c/u/currant_caramelized_dresser_2.jpg,"/c/u/currant_caramelized_dresser.jpg,/c/u/currant_caramelized_dresser_1.jpg,/c/u/currant_caramelized_dresser_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0030,njm_name=currant six drawer chest - caramelized,dimensions=<p>H34"" x W64"" x D19""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000281,"Colden six drawer chest - walnut stain",2399,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This chest features a 5-sided drawer box with English dovetail, sleek recessed drawer pulls, under mount, self closing drawer glides, and also comes in a warm natural finish.","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This chest features a 5-sided drawer box with English dovetail, sleek recessed drawer pulls, under mount, self closing drawer glides, and also comes in a warm natural finish.",198,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom,Default Category/Modern Furniture/Modern Case Goods",/c/u/currant_dark_walnut_dresser_3.jpg,/c/u/currant_dark_walnut_dresser_3.jpg,/c/u/currant_dark_walnut_dresser_3.jpg,"/c/u/currant_dark_walnut_dresser.jpg,/c/u/currant_dark_walnut_dresser_2.jpg,/c/u/currant_dark_walnut_dresser_3.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0030DW,njm_name=currant six drawer chest - black walnut,dimensions=<p>H34"" x W64"" x D19""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000282,"Colden bench - natural stain",429,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This bench also comes in a longer version (shown - sold separately), and a dark walnut finish.","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This bench also comes in a longer version (shown - sold separately), and a dark walnut finish.",23,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",/c/u/currant_caramelized_bench-short_2.jpg,/c/u/currant_caramelized_bench-short_2.jpg,/c/u/currant_caramelized_bench-short_2.jpg,"/c/u/currant_caramelized_bench-short.jpg,/c/u/currant_caramelized_benches.jpg,/c/u/currant_caramelized_bench-short_1.jpg,/c/u/currant_caramelized_bench-short_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0033,njm_name=currant short bench - caramelized,dimensions=<p>L48"" x W13"" x H17 1/2""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000283,"Colden bench - walnut stain",549,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This bench also comes in a longer version (shown - sold separately), and a warm natural finish.","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This bench also comes in a longer version (shown - sold separately), and a warm natural finish.",23,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",/g/r/greenington-currant-short-bench-dw_2.jpg,/g/r/greenington-currant-short-bench-dw_2.jpg,/g/r/greenington-currant-short-bench-dw_2.jpg,"/g/r/greenington-currant-benches-dw.jpg,/g/r/greenington-currant-short-bench-dw.jpg,/g/r/greenington-currant-short-bench-dw_1.jpg,/g/r/greenington-currant-short-bench-dw_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0033DW,njm_name=currant short bench - black walnut,dimensions=<p>L48"" x W13"" x H17 1/2""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000284,"Colden media unit - natural stain",1599,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This versatile storage unit is ideal for use as a media center, in the dining room, as well as a contemporary credenza. It features two self closing drawers, an open shelf for media use, and two adjustable shelves behind closed doors. It also comes in a dark walnut finish.","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This versatile storage unit is ideal for use as a media center, in the dining room, as well as a contemporary credenza. It features two self closing drawers, an open shelf for media use, and two adjustable shelves behind closed doors. It also comes in a dark walnut finish.",198,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Case Goods",/c/u/currant_caramelized_media_unit_2.jpg,/c/u/currant_caramelized_media_unit_2.jpg,/c/u/currant_caramelized_media_unit_2.jpg,"/c/u/currant_caramelized_media_unit.jpg,/c/u/currant_caramelized_media_unit_1.jpg,/c/u/currant_caramelized_media_unit_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0034,njm_name=currant media unit - caramelized,dimensions=<p>H29"" x W54"" x D18""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000285,"Colden media unit - walnut stain",1699,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This versatile storage unit is ideal for use as a media center, in the dining room, as well as a contemporary credenza. It features two self closing drawers, an open shelf for media use, and two adjustable shelves behind closed doors. It also comes in a warm natural finish.","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This versatile storage unit is ideal for use as a media center, in the dining room, as well as a contemporary credenza. It features two self closing drawers, an open shelf for media use, and two adjustable shelves behind closed doors. It also comes in a warm natural finish.",198,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Case Goods",/c/u/currant-dark_walnut_media_unit_2.jpg,/c/u/currant-dark_walnut_media_unit_2.jpg,/c/u/currant-dark_walnut_media_unit_2.jpg,"/c/u/currant-dark_walnut_media_unit.jpg,/c/u/currant-dark_walnut_media_unit_1.jpg,/c/u/currant-dark_walnut_media_unit_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0034DW,njm_name=currant media unit - black walnut,dimensions=<p>H29"" x W54"" x D18""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000286,"Colden dining table - natural stain",1099,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This unique table complements traditional decor as well as contemporary, and also comes in a dark walnut finish with matching dining chair.","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This unique table complements traditional decor as well as contemporary, and also comes in a dark walnut finish with matching dining chair.",63.8,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",/g/r/greenington-currant-60-dining-table-caramelized_2.jpg,/g/r/greenington-currant-60-dining-table-caramelized_2.jpg,/g/r/greenington-currant-60-dining-table-caramelized_2.jpg,"/c/u/currant-caramelized-dining-table.jpg,/g/r/greenington-currant-60-dining-table-caramelized.jpg,/c/u/currant-60_-dining-table-caramelized.jpg,/g/r/greenington-currant-60-dining-table-caramelized_1.jpg,/g/r/greenington-currant-60-dining-table-caramelized_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0044,njm_name=currant dining table - caramelized,dimensions=<p>H30"" x L60"" x W36""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000287,"Colden dining table - walnut stain",1099,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This unique table complements traditional decor as well as contemporary, and also comes in a dark walnut finish with matching dining chair.","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. This unique table complements traditional decor as well as contemporary, and also comes in a dark walnut finish with matching dining chair.",63.8,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",/c/u/currant-60-dining-table-black-walnut_2.jpg,/c/u/currant-60-dining-table-black-walnut_2.jpg,/c/u/currant-60-dining-table-black-walnut_2.jpg,"/c/u/currant-dark-walnut-dining-table.jpg,/c/u/currant-60-dining-table-black-walnut.jpg,/c/u/currant-60-dining-table-black-walnut_1.jpg,/c/u/currant-60-dining-table-black-walnut_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0044DW,njm_name=currant dining table - black walnut,dimensions=<p>H30"" x L60"" x W36""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000288,"Colden round dining table - natural stain",769,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. It also comes in a dark walnut finish, and with a matching dining chair (sold separately).","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. It also comes in a dark walnut finish, and with a matching dining chair (sold separately).",24.2,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",/c/u/currant-caramelized-round-dining_2.jpg,/c/u/currant-caramelized-round-dining_2.jpg,/c/u/currant-caramelized-round-dining_2.jpg,"/c/u/currant-caramelized-round-dining.jpg,/c/u/currant-caramelized-round-dining_1.jpg,/c/u/currant-caramelized-round-dining_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0046,njm_name=currant round dining table - caramelized,dimensions=<p>H30"" x L42"" x W42""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000289,"Colden round dining table - walnut stain",879,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. It also comes in a dark walnut finish, and with a matching dining chair (sold separately).","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. It also comes in a dark walnut finish, and with a matching dining chair (sold separately).",24.2,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",/c/u/currant-dark-round-dining-table_3.jpg,/c/u/currant-dark-round-dining-table_3.jpg,/c/u/currant-dark-round-dining-table_3.jpg,"/c/u/currant-dark-round-dining-table.jpg,/c/u/currant-dark-round-dining-table_2.jpg,/c/u/currant-dark-round-dining-table_3.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0046DW,njm_name=currant round dining table - black walnut,dimensions=<p>H30"" x L42"" x W42""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000290,"Colden writing desk - natural stain",1099,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. Its functional design features trim tapered legs, and three generous self-closing storage drawers which span the entire width of the desk. Also comes in a dark walnut finish, and with matching chair (sold separately)..
","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. Its functional design features trim tapered legs, and three generous self-closing storage drawers which span the entire width of the desk. Also comes in a dark walnut finish, and with matching chair (sold separately)..
",52.8,"Default Category/Modern Furniture,Default Category/Modern Furniture/Office Furniture,Default Category/Modern Furniture/Office Furniture/Office Desks",/c/u/currant-caramelized-desk_2.jpg,/c/u/currant-caramelized-desk_2.jpg,/c/u/currant-caramelized-desk_2.jpg,"/c/u/currant-caramelized-desk.jpg,/c/u/currant-caramelized-desk_1.jpg,/c/u/currant-caramelized-desk_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0047,njm_name=currant writing desk - caramelized,dimensions=<p>H30"" x L60"" x W24""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
gf-000291,"Colden writing desk - walnut stain",1199,"The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. Its functional design features trim tapered legs, and three generous self-closing storage drawers which span the entire width of the desk. Also comes in a warm natural finish, and with matching chair (sold separately).","The Colden furniture collection from A and D Modern pays homage to Mid-Century modern Danish design, with clean, simple lines. The range is crafted with 100% solid Moso bamboo - a durable, fully sustainable, and environmentally friendly material. Its functional design features trim tapered legs, and three generous self-closing storage drawers which span the entire width of the desk. Also comes in a warm natural finish, and with matching chair (sold separately).",52.8,"Default Category/Modern Furniture,Default Category/Modern Furniture/Office Furniture,Default Category/Modern Furniture/Office Furniture/Office Desks",/c/u/currant-dw-writing-desk_2.jpg,/c/u/currant-dw-writing-desk_2.jpg,/c/u/currant-dw-writing-desk_2.jpg,"/c/u/currant-dw-writing-desk.jpg,/c/u/currant-dark-walnut-writing-desk-dark-walnut.jpg,/c/u/currant-dw-writing-desk_1.jpg,/c/u/currant-dw-writing-desk_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=10G-G0047DW,njm_name=currant writing desk - black walnut,dimensions=<p>H30"" x L60"" x W24""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
il-000294,"recast sofa bed",1499,"The Recast Sofa Bed has a simple design and is a versatile piece for compact living spaces. It features a comfortable, 6"" foam pocket spring mattress that can easily be deployed into a full-sized bed, and is supported by a sturdy steel frame in black powder-coated steel.","The Recast Sofa Bed has a simple design and is a versatile piece for compact living spaces. It features a comfortable, 6"" foam pocket spring mattress that can easily be deployed into a full-sized bed, and is supported by a sturdy steel frame in black powder-coated steel.",130,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Sleeper Sofas,Default Category/Modern Furniture/Innovation Furniture,Default Category/Modern Furniture/Innovation Furniture/Innovation Sleeper Sofas",/r/e/recast-sofa-bed_2.jpg,/r/e/recast-sofa-bed_2.jpg,/r/e/recast-sofa-bed_2.jpg,"/r/e/recast-sofa-bed.jpg,/r/e/recast-sofa-bed_1.jpg,/r/e/recast-sofa-bed_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=11I-7420505,njm_name=recast sofa bed,dimensions=<p>55"" x 79"" - Full size bed when deployed<br>Seat height: 16""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
il-000295,"unfurl sofa bed",1399,"This Unfurl sleeper sofa is a compact, modern convertible sofa with an understated, durable design. Available in two fabric colors, it has two recline settings that allow you to sit upright or lounge backward. The convertible sofa is 47"" wide when fully opened - equivalent to a full size bed - and has a 7"" thick mattress with pocket springs make the sleeper sofa feel just like a bed. It is crafted with a matte black powder-coated steel frame and walnut-stained solid wood legs. All Innovation sofas are Teflon coated for added stain resistance.","This Unfurl sleeper sofa is a compact, modern convertible sofa with an understated, durable design. Available in two fabric colors, it has two recline settings that allow you to sit upright or lounge backward. The convertible sofa is 47"" wide when fully opened - equivalent to a full size bed - and has a 7"" thick mattress with pocket springs make the sleeper sofa feel just like a bed. It is crafted with a matte black powder-coated steel frame and walnut-stained solid wood legs. All Innovation sofas are Teflon coated for added stain resistance.",125,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Sleeper Sofas,Default Category/Modern Furniture/Innovation Furniture,Default Category/Modern Furniture/Innovation Furniture/Innovation Sleeper Sofas",/u/n/unfurl-sofa-bed_2.jpg,/u/n/unfurl-sofa-bed_2.jpg,/u/n/unfurl-sofa-bed_2.jpg,"/u/n/unfurl-sofa-bed.jpg,/u/n/unfurl-sofa-bed_1.jpg,/u/n/unfurl-sofa-bed_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=11I-772001,njm_name=unfurl sofa bed,dimensions=<p>31"" h x 79"" w x 37-47"" d - 47"" x 79"" Full size bed when deployed<br>Seat height: 15""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
il-000296,"supremax sleek excess lounger sofa bed",2299,"The Supremax Sleek Excess Lounger Sofa features a sturdy steel frame and deploys into the equivalent of a full-sized bed. A 10"" thick foam pocket spring mattress for a truly better sleeping experience. It is constructed from black powder-coated steel, and has chromed steel legs.","The Supremax Sleek Excess Lounger Sofa features a sturdy steel frame and deploys into the equivalent of a full-sized bed. A 10"" thick foam pocket spring mattress for a truly better sleeping experience. It is constructed from black powder-coated steel, and has chromed steel legs.",220,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Sleeper Sofas,Default Category/Modern Furniture/Innovation Furniture,Default Category/Modern Furniture/Innovation Furniture/Innovation Sleeper Sofas",/s/u/supremax-sleek-excess-lounger_2.jpg,/s/u/supremax-sleek-excess-lounger_2.jpg,/s/u/supremax-sleek-excess-lounger_2.jpg,"/s/u/supremax-sleek-excess-lounger.jpg,/s/u/supremax-sleek-excess.jpg,/s/u/supremax-sleek-excess-lounger-502-begum-olive-back.jpg,/s/u/supremax-sleek-excess-lounger-502-begum-olive-bed-position.jpg,/s/u/supremax-sleek-excess-lounger_1.jpg,/s/u/supremax-sleek-excess-lounger_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=11I-94-728271502,njm_name=supremax sleek excess lounger sofa bed,dimensions=<p>28"" h x 79"" w x 45"" d - 63""  x 79"" bed when deployed<br>Seat height: 16""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
il-000297,"cassius sleek excess lounger sofa bed",2899,"The Cassius Sleek Excess Lounger sleeper sofa has a super-comfortable 10"" thick mattress, with pocket springs and a layer of foam on top to give you a very bed-like sleeping arrangement. Includes two back cushions. Constructed from a matte black powder-coated steel frame with chromed steel legs
.The excess version of the Icomfort pocket spring upholstery is a deluxe version that has been created for those who prefer a softer sitting comfort and a softer mattress for sleeping (the excess solution also adds a different look to the product with a total height of approximately 10"").
","The Cassius Sleek Excess Lounger sleeper sofa has a super-comfortable 10"" thick mattress, with pocket springs and a layer of foam on top to give you a very bed-like sleeping arrangement. Includes two back cushions. Constructed from a matte black powder-coated steel frame with chromed steel legs
.The excess version of the Icomfort pocket spring upholstery is a deluxe version that has been created for those who prefer a softer sitting comfort and a softer mattress for sleeping (the excess solution also adds a different look to the product with a total height of approximately 10"").
",290,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Sleeper Sofas,Default Category/Modern Furniture/Innovation Furniture,Default Category/Modern Furniture/Innovation Furniture/Innovation Sleeper Sofas",/c/a/cassius-SEL-sofa-bed_2.jpg,/c/a/cassius-SEL-sofa-bed_2.jpg,/c/a/cassius-SEL-sofa-bed_2.jpg,"/c/a/cassius-SEL-sofa-bed.jpg,/c/a/cassius-SEL-sofa-bed_1.jpg,/c/a/cassius-SEL-sofa-bed_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=11I-94-728281,njm_name=cassius sleek excess lounger sofa bed,dimensions=<p>W91"" x D45"" x H28"" 
<br>63"" x 79"" bed when deployed <br>Seat height: 16""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
